name,date,rating,content,like
スイリーシスターズAIRI,2017年10月13日,5,T.M.Gの俺らのこと金持ちのボンボンだと思ってんだろっていう曲を聴けるようにしてほしいです！,1
Googleユーザー,2017年10月2日,4,機能はとても良いが動作が重くなる,1
梨花山下,2017年9月22日,1,退会の仕方がわからない,2
渡邉由美子,2017年10月1日,1,使いにくい,0
Googleユーザー,2017年9月26日,5,聞きがよかったです。,2
Googleユーザー,2017年9月9日,4,フルで聞けたのが30秒しか聞けなくなり残念です。　対処方をお願いします。,7
鍋田和芳,2017年8月7日,4,以前使っていて退会したんですがまた登録いたいんですがパスワードを忘れてしまいました 問い合わせしてもメールがこないのでドメイン教えて下さい！,12
石澤冬海,2017年8月18日,2,バックグラウンドで聞くと止まる！ バックグラウンドじゃなくっても止まる アプリ自体は良いんだけど… 止まることが多くなった気がする！ 何とかしてください！,11
聖西平,2017年8月15日,2,この国では再生出来ませんっていう表示が出るのですが どうすれば再生出来るようになりますか？,31
Googleユーザー,2017年7月26日,3,ランキングなど途中聴きになる時にランキングの順位が書いてあると次に聴きやすい。また、聴いた所から簡単に飛べると楽。,14
Googleユーザー,2017年8月15日,1,利用していないのに利用料取られて困りました。,3
Katsukatsu55,2017年8月15日,2,この国では再生できない、という曲が急に増えた気がする,2
ふじわら,2017年8月14日,5,カテゴリーからHIPHOPを選んで下にスクロールしてると突然停止してしまいます,4
弘枝柳原,2017年8月29日,4,一度退会したけれど再度入会。前のデータを使用することができてストレスなくて良かった。,2
エルドラドロア,2017年8月29日,2,オルゴール多すぎだわ もっとちゃんと曲入れろよ,2
さおりんさおりん,2017年8月27日,4,質問です １ヶ月の無料のやつすぎたら自動的に料金払わなきゃいけなくなるんですか？,0
オガちん,2017年8月17日,5,凄いいいアプリです。登録してあるんですが、ファンキーモンキーベイビーズの歌もほしいです,3
sato ayano,2017年9月2日,4,いいと思ったのにキャッシュしてたものがなぜか消えた,1
正道山浦,2017年8月30日,5,いつも楽しく使わせてもらっています。ありがとうございます,1
Googleユーザー,2017年9月1日,4,課金無しでお願いします。(ふつーに真剣です),2
M T,2017年8月27日,5,とてもいいです！,0
梶間映璃,2017年8月27日,5,とても、いいアプリです,0
Googleユーザー,2017年10月1日,5,良き👏👏,0
もも,2017年7月8日,4,とても親切なアプリです 不満があったのでそれを送信したところ、回答の予定はない、と書いてあったにも関わらずその日のうちに返信が来ました。何度質問してもそのたびに親切な返信が来るのでとてもいいですね。 曲も豊富ですよ🎶,23
ぴろしき,2017年7月24日,3,特定のアーティストの楽曲を、人気順にまとめてプレイリストに入れる機能を気に入ってプレミアムになりましたが、楽曲が少なすぎます。他の音楽アプリ（具体名は控えます）ではあるのにこっちにない曲が多々あり、楽曲リクエスト機能があるのですが、未だ追加されたことはありません（他の人のリクエストもあるので仕方ないと思いますが…）せめて今あり、権利が取れているアーティストさんの新曲を追加してほしいなと思います,5
三宅登貴恵,2017年7月1日,1,プレミアム会員じゃないのに毎月980円引き落とされてる… 退会も出来ない どうしたら、やめれますか？,22
岩本宗一郎,2017年7月19日,1,退会出来ませんねこれ、ヘルプ手順してるけど退会失敗にしましたしか返ってこない,1
小田秀樹,2017年7月1日,4,以前 使っていましたがまた 始めたら、やっぱりいいです,11
チャックバス,2017年7月8日,4,T-pablowの曲が聞けなくなってます。なぜですか？,2
アイルトンセナ,2017年7月6日,4,スピッツの曲が聴けなくなってる…… 何故ですか！？,20
るな,2017年6月26日,1,どうやったらプレミアム会員を解除出来ますか？？教えてください。,9
透風角,2017年6月21日,3,カバー曲のほんけが聴きたい,11
蒼天の翼,2017年7月16日,4,アーティストをもっと増やして欲しいです！,1
Googleユーザー,2017年7月11日,4,お金かからないとさいこーなのになぁー  それ以外は、好きな人なアーティスト聴けるしさいこー！,2
なみゆだ,2017年6月29日,3,最近よく曲が勝手に止まる,12
yoshiaki takeda,2017年6月20日,4,歌詞を簡体字で見たい,7
Googleユーザー,2017年7月5日,5,ホントに便利！ これからもありがたく使わせてもらいます！,2
Googleユーザー,2017年7月24日,3,プレイリストのシャッフル再生は出来ないのですか？,1
特急MARVEL,2017年7月15日,4,いいけど途中で切れる,1
Googleユーザー,2017年7月25日,5,とてもイイです！！,2
ラルネロ,2017年6月7日,5,お試しで使ってみたけど 今まで使ったどの音楽アプリよりもいい！ オフラインで聴けるのが最高！ プレミアム会員登録しようか迷う,9
saka.,2017年7月28日,2,有料会員で、退会手続きをしてるのですが、退会に失敗しましたと表示されて退会することができません,18
Googleユーザー,2017年6月10日,4,ヒットとかで聞く場合、いろんなアーティストを期待しているので、連続して同アーティストが流れると違うでしょって思った。,3
エース,2017年6月23日,4,もう少し曲を増やして欲しいです。 あと、これは希望なのですがカラオケ機能を入れて欲しいです。,1
ku ka,2017年5月29日,1,手機只要待機或螢幕關閉程式就會自動關閉，請修正,5
T T,2017年5月21日,1,すぐに中断されてプレイリストが再生しきれない。,15
鷹野三四,2017年5月26日,3,すべての曲の歌詞が見られません。何が悪いのでしょうか？,5
あー,2017年5月24日,1,急にエラーだらけで聴けない曲だらけになった！,7
田中莉音,2017年6月4日,5,これは、１ヶ月間だけ無料で、１ヶ月使い切ったらお金を払うんですか？,3
ようぐると食べたい・,2017年6月8日,4,とても操作しやすいui,2
Googleユーザー,2017年5月24日,2,エラーが多い,6
松田陸,2017年6月1日,5,最高！！,5
高久花恋,2017年6月3日,5,どのアプリよりいい！,0
岩﨑幸大,2017年6月11日,5,使い安いです,0
大湯寛之,2017年6月16日,4,オフライン便利,0
深水達也,2019年1月1日,3,更新してからウィジェットの大きさが中途半端になってしまいました。もう少し細かく調整したいです。Galaxy S8、ホーム画面のグリッドは4×6、真ん中に、左右一升ずつ間を開けて配置していました。今は左右どちらかに寄るか、4マスいっぱいにするしかなく非常に見た目が悪いです。androidのシステム上無理なら仕方ありませんが、アプリ側でなんとかなるならもう少し細かく？調整できるようにしてほしいです。,17
