,name,date,rating,content,like
152,荒井凜玖,2020年1月27日,3,いつも楽しく聞かせてもらってます！ すみませんがオフラインで聞きたいなぁと思ってるんですけどどうやれば、聞くことが出来ますか？,0
153,そらまめ,2020年3月24日,1,ダウンロードした曲が築いたら勝手に消えてるし、ダウンロードしようとしても出来ないことがよくあるからただギガの無駄でゴミ,1
154,さかめ,2020年4月7日,3,曲が聞けるのは良いけどダウンロード出来ないダウンロードの追加の奴が出てこないそれを直して下さいお願いしますちなみに機種はAndroidのdocomoです,0
155,西岡悠輝,2020年4月5日,5,聴きたい、手に入れたい曲や動画が 勢揃い だった。,0
156,お水いかが?,2020年2月21日,5,ダウンロードしたら、オフラインでも聞けるので凄く便利です！,0
157,bu nobu,2020年4月2日,1,曲を選択しても、流れない。ホーム画面に戻ってしまう,1
158,國仙悠太郎,2020年4月10日,5,前はオンラインで使いづらかったんですけど、オフラインで使えるようになって、とても使いやすいです。,0
159,ふがしちゃん,2020年4月10日,3,画面が消えると音も消えるのが使いづらい。,1
160,菅井和子,2020年4月11日,5,少し遅れておかしくなるときがありますが十分な音楽無料アプリだと思います,0
161,t k,2020年1月26日,5,更新してからダウンロードができるようになりました。ありがとうございます。 それに今までたまにダウンロードできなかったやつもできるようになって嬉しいです！,1
162,シグレ。,2020年1月26日,5,エラー出るの直りました！いつもどうりに使えます！これからも使わせて頂います。,1
163,Eitai Keiko,2020年3月15日,1,ダウンロードが出来ずずっと待機したまま。 オフライン再生が魅力だったのにガッカリ。,4
164,零崎軋織,2020年3月15日,4,使い始めたばかりですけど便利ですけどお気に入りにしようとするとエラーが出るです,0
165,taku,2020年2月3日,5,WiFi無し・モバイルデータなしでで聞けるので星５にしました！ありがとうです,0
166,りゅにおん栗田,2020年2月22日,5,たまに音途切れるときあるけど今の所 快適に使えてます。,0
167,くもさん信者の「等速」maru,2020年3月14日,5,僕は、とてもいいと思います🎵音楽が途中で終わることなくきかせてもらってます,0
168,寺澤ゆな,2020年4月12日,5,早送りなどが出来るようになるとより良いです！！,0
169,胡麻諒真,2020年4月1日,4,広告が鬱陶しいけどダウンロードして聞けるので着メロにもできる 素晴らしい,0
170,おにょしゃら,2020年1月31日,3,自分のつくったプレイリストが、設定した順番通りに曲が流れないのが残念,2
171,mimi V,2020年3月18日,5,エラーも迅速に対応して下さりました 良いアプリです！,0
172,市川れな,2020年1月28日,3,好きな音楽が電源を消しても聴けるから 良いアプリだと思う 映像はないけど楽しめる,0
173,ウサピョヌスキー,2020年1月28日,5,このアプリで見ると、オンラインでも動画の広告を見なくて済むという点も高評価。オフライン、本当はダウンロードは違法だけどね。,0
174,パンダちゃん,2020年1月26日,5,アプリを閉じても音楽が聴けるから！便利！,2
175,寺澤麻由,2020年2月5日,5,いろんな曲が、聞ける！ 他のアプリを使っていても、曲が聞けるから良い！！！！,0
176,Mei Manapat,2020年3月7日,2,曲の種類は豊富だけどオフラインで聞けないしダウンロードするとこが見当たらない,1
177,野獣先輩,2020年4月11日,1,ダウンロード押しても0%がずっと続きオフラインで聞けないのでだめですねこれ,0
178,Mr. K,2020年2月16日,5,曲がダウンロードすればオフラインで聞けて、SIM無しの人は超便利,0
179,岩永有未,2020年2月15日,5,電源を消してても聞けるし、 オフラインでも聞けるってのが最高！,1
180,"A , M",2020年2月1日,2,音割れやばい 改善して欲しい えっ、これ自分だけですか？,1
181,nao nao,2020年4月3日,5,ようやくたどり着いたアプリ。停止した場所を記憶して欲しいです！,0
182,ばばあばば,2020年1月26日,5,ずっとエラーが起きてたのでこの不具合に対応してくれて嬉しいです,0
183,RAMPAGE大好き陣君,2020年2月8日,5,とても使いやすいです！ でも公式のチャンネルの曲を入れてください！,0
184,パタ太郎,2020年2月15日,5,音質も良くてアプリを閉じても再生できるのでとても気に入りました⭐,1
185,excution thefun!,2020年2月7日,1,ダウンロードされないバグでてません？これだと動画サイトみてるのと変わらないですよ？,1
186,まろやか抹茶,2020年3月14日,5,ほとんどの曲がある！ 毎日使わさせてもらってます！,0
187,山田夏楠,2020年3月16日,1,突然ダウンロードした曲をプレイリストに追加しようとすると問題が発生したと表示されるようになった,1
188,小林彩曖美,2020年1月28日,5,ダウンロードした後はオフラインで音楽が聴けるのでとてもいいです！,0
189,坂本厚二,2020年3月26日,5,いつでも聞けて何回でも聞けて大満足です,0
190,久野磨由美,2020年4月5日,3,オフラインでもできるって書いてあるけど音楽がながれませんでした…,0
191,natsu N.,2020年1月29日,5,ダウンロード出来るようになってホントに最高！！！ 他のアプリには無いのが聞けるから良き♪,0
